연도,2019,발생건수,206,45,13,6,270
연도,2018,발생건수,208,30,11,3,252
연도,2017,발생건수,201,36,10,1,248
연도,2016,발생건수,229,38,16,4,287
연도,2015,발생건수,196,34,14,2,246
