2016,6,7,0,0,0,0,0,0,0,0,1,7,21,5
2017,8,3,2,0,0,0,0,0,0,0,5,11,29,1
2018,9,6,2,1,0,0,0,0,0,0,2,4,24,3
2019,4,8,3,0,0,0,0,0,0,0,3,6,24,2
2020,4,9,1,1,0,0,0,0,0,0,0,6,21,4
